dt = 0.001250
Temps;Energie
0.000000;5601.470947
0.010000;5570.341048
0.020000;5577.549836
0.030000;5578.168000
0.040000;5578.221828
0.050000;5578.225307
0.060000;5578.224282
0.070000;5578.223381
0.080000;5578.222859
0.090000;5578.222575
0.100000;5578.222420
0.110000;5578.222333
0.120000;5578.222283
0.130000;5578.222254
0.140000;5578.222236
0.150000;5578.222225
0.160000;5578.222218
0.170000;5578.222213
0.180000;5578.222210
0.190000;5578.222208
0.200000;5578.222206
0.210000;5578.222205
0.220000;5578.222205
0.230000;5578.222204
0.240000;5578.222204
0.250000;5578.222204
0.260000;5578.222203
0.270000;5578.222203
0.280000;5578.222203
0.290000;5578.222203
0.300000;5578.222203
0.310000;5578.222203
0.320000;5578.222203
0.330000;5578.222203
0.340000;5578.222203
0.350000;5578.222203
0.360000;5578.222203
0.370000;5578.222203
0.380000;5578.222203
0.390000;5578.222203
0.400000;5578.222203
0.410000;5578.222203
0.420000;5578.222203
0.430000;5578.222203
0.440000;5578.222203
0.450000;5578.222203
0.460000;5578.222203
0.470000;5578.222203
0.480000;5578.222203
0.490000;5578.222203
0.500000;5578.222203
