dt = 0.001000
Temps;Energie
0.000000;5601.470947
0.010000;5581.617291
0.020000;5586.240750
0.030000;5586.637296
0.040000;5586.671714
0.050000;5586.673932
0.060000;5586.673275
0.070000;5586.672699
0.080000;5586.672366
0.090000;5586.672184
0.100000;5586.672085
0.110000;5586.672030
0.120000;5586.671998
0.130000;5586.671979
0.140000;5586.671967
0.150000;5586.671960
0.160000;5586.671956
0.170000;5586.671953
0.180000;5586.671951
0.190000;5586.671949
0.200000;5586.671949
0.210000;5586.671948
0.220000;5586.671947
0.230000;5586.671947
0.240000;5586.671947
0.250000;5586.671947
0.260000;5586.671947
0.270000;5586.671946
0.280000;5586.671946
0.290000;5586.671946
0.300000;5586.671946
0.310000;5586.671946
0.320000;5586.671946
0.330000;5586.671946
0.340000;5586.671946
0.350000;5586.671946
0.360000;5586.671946
0.370000;5586.671946
0.380000;5586.671946
0.390000;5586.671946
0.400000;5586.671946
0.410000;5586.671946
0.420000;5586.671946
0.430000;5586.671946
0.440000;5586.671946
0.450000;5586.671946
0.460000;5586.671946
0.470000;5586.671946
0.480000;5586.671946
0.490000;5586.671946
