dt = 0.010000
Temps;Energie
0.000000;5.018461
0.100000;4.131988
0.200000;5.902570
0.300000;5.818298
0.400000;5.615696
0.500000;5.457488
0.600000;5.341638
0.700000;5.361514
0.800000;5.416968
0.900000;5.252544
1.000000;5.389163
1.100000;5.343414
1.200000;5.275312
1.300000;5.240258
1.400000;5.367197
1.500000;5.256135
1.600000;5.299012
1.700000;5.358490
1.800000;5.304395
1.900000;5.252313
2.000000;5.276056
2.100000;5.274890
2.200000;5.308371
2.300000;5.284015
2.400000;5.331793
2.500000;5.289000
2.600000;5.296054
2.700000;5.249450
2.800000;5.237615
2.900000;5.329664
3.000000;5.268153
3.100000;5.244202
3.200000;5.304461
3.300000;5.307611
3.400000;5.220371
3.500000;5.220997
3.600000;5.188487
3.700000;5.443819
3.800000;4.955026
3.900000;5.264895
4.000000;5.609769
4.100000;4.968769
4.200000;5.155830
4.300000;5.457509
4.400000;5.469132
4.500000;5.380584
4.600000;5.311327
4.700000;5.250381
4.800000;5.189146
4.900000;5.147730
5.000000;5.305037
5.100000;5.172279
5.200000;5.856651
5.300000;4.995900
5.400000;5.496829
5.500000;5.459073
5.600000;5.369768
5.700000;5.282482
5.800000;5.165531
5.900000;5.031706
6.000000;5.624337
6.100000;5.149193
6.200000;5.456291
6.300000;5.429128
6.400000;5.320440
6.500000;5.234142
6.600000;5.134929
6.700000;4.981929
6.800000;4.839457
6.900000;6.410337
7.000000;3.627296
7.100000;5.700830
7.200000;5.579114
7.300000;5.391089
7.400000;5.249054
7.500000;5.347690
7.600000;5.173889
7.700000;5.202930
7.800000;5.554325
7.900000;5.293103
8.000000;5.385832
8.100000;5.282599
8.200000;5.284969
8.300000;5.220934
8.400000;5.320833
8.500000;5.144258
8.600000;5.303734
8.700000;4.682277
8.800000;5.519820
8.900000;5.142815
9.000000;5.446519
9.100000;5.277094
9.200000;5.463803
9.300000;5.278066
9.400000;5.321910
9.500000;5.231711
9.600000;5.072449
9.700000;5.525126
9.800000;4.662793
9.900000;5.492383
10.000000;5.431385
10.100000;5.321245
10.200000;5.231543
10.300000;5.210558
10.400000;5.148781
10.500000;5.808507
10.600000;5.213324
10.700000;5.426950
10.800000;5.346727
10.900000;5.290873
11.000000;5.224760
11.100000;5.148971
11.200000;5.026011
11.300000;5.881155
11.400000;5.429814
11.500000;5.276418
11.600000;5.401554
11.700000;5.314743
11.800000;5.215701
11.900000;5.312369
12.000000;5.227123
12.100000;5.528835
12.200000;5.329201
12.300000;5.425781
12.400000;5.289581
12.500000;5.158522
12.600000;5.292116
12.700000;5.241996
12.800000;5.219464
12.900000;5.370082
13.000000;5.374012
13.100000;5.434929
13.200000;5.162557
13.300000;5.275923
13.400000;5.167250
13.500000;5.364612
13.600000;4.882562
13.700000;5.436368
13.800000;5.400982
13.900000;5.272564
14.000000;5.134638
14.100000;5.267829
14.200000;5.186477
14.300000;5.307060
14.400000;5.418599
14.500000;5.300929
14.600000;5.393574
14.700000;5.075738
14.800000;5.307459
14.900000;5.284100
15.000000;5.274900
15.100000;5.091622
15.200000;5.415837
15.300000;5.237439
15.400000;5.222762
15.500000;5.423389
15.600000;5.441989
15.700000;5.329686
15.800000;5.293935
15.900000;5.219786
16.000000;5.155725
16.100000;5.181351
16.200000;5.715130
16.300000;5.016488
16.400000;5.479245
16.500000;5.385744
16.600000;5.271358
16.700000;5.196470
16.800000;5.302010
16.900000;5.272505
17.000000;5.118099
17.100000;5.407984
17.200000;5.353624
17.300000;5.272578
17.400000;5.317004
17.500000;5.091153
17.600000;5.284044
17.700000;5.078986
17.800000;5.349894
17.900000;5.422521
18.000000;5.439876
18.100000;5.364553
18.200000;5.321542
18.300000;5.284922
18.400000;5.337371
18.500000;5.263297
18.600000;5.316216
18.700000;5.248519
18.800000;5.173781
18.900000;5.457961
19.000000;5.304455
19.100000;5.268599
19.200000;5.375882
19.300000;5.237708
19.400000;5.299127
19.500000;5.081624
19.600000;5.517627
19.700000;5.055432
19.800000;5.283567
19.900000;5.261132
20.000000;5.423336
20.100000;5.125167
20.200000;5.397611
20.300000;5.382988
20.400000;5.301893
20.500000;5.247218
20.600000;5.459911
20.700000;5.127897
20.800000;5.439920
20.900000;5.275347
21.000000;5.292960
21.100000;5.305942
21.200000;5.172021
21.300000;5.425147
21.400000;5.157857
21.500000;5.371261
21.600000;5.370414
21.700000;5.304512
21.800000;5.311342
21.900000;5.243483
22.000000;5.236617
22.100000;5.249023
22.200000;5.348302
22.300000;5.247698
22.400000;5.442058
22.500000;5.290051
22.600000;5.272162
22.700000;5.269121
22.800000;5.331537
22.900000;5.182711
23.000000;5.219135
23.100000;5.291476
23.200000;5.413590
23.300000;5.123451
23.400000;5.340436
23.500000;5.315788
23.600000;5.272661
23.700000;5.280871
23.800000;5.420248
23.900000;5.219158
24.000000;5.431670
24.100000;5.368018
24.200000;5.191030
24.300000;5.239296
24.400000;5.470706
24.500000;5.241431
24.600000;5.326586
24.700000;5.347048
24.800000;5.299994
24.900000;5.239564
25.000000;5.426602
25.100000;5.193225
25.200000;5.397120
25.300000;5.151637
25.400000;5.296681
25.500000;5.390818
25.600000;5.145443
25.700000;5.325642
25.800000;5.348117
25.900000;5.384496
26.000000;5.216379
26.100000;5.269864
26.200000;5.426257
26.300000;5.110534
26.400000;5.391024
26.500000;5.318726
26.600000;5.251440
26.700000;5.364665
26.800000;5.270136
26.900000;5.243502
27.000000;5.310500
27.100000;5.148610
27.200000;5.355629
27.300000;5.320179
27.400000;5.394108
27.500000;5.237496
27.600000;5.308037
27.700000;5.297797
27.800000;5.383905
27.900000;5.274888
28.000000;5.183155
28.100000;5.224207
28.200000;5.433187
28.300000;5.054405
28.400000;5.444651
28.500000;5.445715
28.600000;5.184817
28.700000;5.287151
28.800000;5.356634
28.900000;5.145977
29.000000;5.314316
29.100000;5.296847
29.200000;5.290382
29.300000;5.410089
29.400000;5.235160
29.500000;5.376645
29.600000;5.331172
29.700000;5.311758
29.800000;5.326338
29.900000;5.290238
30.000000;5.371003
30.100000;5.311329
30.200000;5.282935
30.300000;5.201580
30.400000;5.326891
30.500000;5.150921
30.600000;5.329737
30.700000;5.319196
30.800000;5.201751
30.900000;5.260112
31.000000;5.364643
31.100000;5.340888
31.200000;5.267869
31.300000;5.257891
31.400000;5.428667
31.500000;5.217872
31.600000;5.293807
31.700000;5.377034
31.800000;5.229895
31.900000;5.344391
32.000000;5.238820
32.100000;5.214761
32.200000;5.324965
32.300000;5.206923
32.400000;5.268930
32.500000;5.350319
32.600000;5.312890
32.700000;5.232518
32.800000;5.343371
32.900000;5.300317
33.000000;5.276616
33.100000;5.262053
33.200000;5.343269
33.300000;5.254104
33.400000;5.299916
33.500000;5.306954
33.600000;5.321099
33.700000;5.227478
33.800000;5.268585
33.900000;5.214284
34.000000;5.322686
34.100000;5.119847
34.200000;5.658393
34.300000;5.430738
34.400000;5.319145
34.500000;5.315598
34.600000;5.317769
34.700000;5.241862
34.800000;5.298972
34.900000;5.211864
35.000000;5.305153
35.100000;5.282962
35.200000;5.300130
