dt = 0.001250
Temps;Energie
0.000000;5601.470947
0.010000;5509.730364
0.020000;5637.918457
0.030000;5648.359216
0.040000;5649.071863
0.050000;5648.954151
0.060000;5648.831127
0.070000;5648.757260
0.080000;5648.715937
0.090000;5648.692719
0.100000;5648.679359
0.110000;5648.671449
0.120000;5648.666629
0.130000;5648.663612
0.140000;5648.661676
0.150000;5648.660405
0.160000;5648.659552
0.170000;5648.658970
0.180000;5648.658565
0.190000;5648.658279
0.200000;5648.658074
0.210000;5648.657925
0.220000;5648.657816
0.230000;5648.657734
0.240000;5648.657673
0.250000;5648.657626
0.260000;5648.657591
0.270000;5648.657563
0.280000;5648.657542
0.290000;5648.657525
0.300000;5648.657512
0.310000;5648.657501
0.320000;5648.657492
0.330000;5648.657486
0.340000;5648.657480
0.350000;5648.657475
0.360000;5648.657472
0.370000;5648.657469
0.380000;5648.657466
0.390000;5648.657464
0.400000;5648.657462
0.410000;5648.657461
0.420000;5648.657460
0.430000;5648.657459
0.440000;5648.657458
0.450000;5648.657457
0.460000;5648.657456
0.470000;5648.657456
0.480000;5648.657455
0.490000;5648.657455
0.500000;5648.657455
