dt = 0.001000
Temps;Energie
0.000000;5601.470947
0.010000;5517.711038
0.020000;5622.506475
0.030000;5631.087591
0.040000;5631.676520
0.050000;5631.583004
0.060000;5631.483915
0.070000;5631.424356
0.080000;5631.391042
0.090000;5631.372331
0.100000;5631.361570
0.110000;5631.355201
0.120000;5631.351322
0.130000;5631.348895
0.140000;5631.347338
0.150000;5631.346316
0.160000;5631.345630
0.170000;5631.345162
0.180000;5631.344837
0.190000;5631.344607
0.200000;5631.344443
0.210000;5631.344323
0.220000;5631.344235
0.230000;5631.344170
0.240000;5631.344121
0.250000;5631.344084
0.260000;5631.344055
0.270000;5631.344033
0.280000;5631.344016
0.290000;5631.344002
0.300000;5631.343991
0.310000;5631.343983
0.320000;5631.343976
0.330000;5631.343971
0.340000;5631.343966
0.350000;5631.343962
0.360000;5631.343959
0.370000;5631.343957
0.380000;5631.343955
0.390000;5631.343953
0.400000;5631.343952
0.410000;5631.343951
0.420000;5631.343950
0.430000;5631.343949
0.440000;5631.343948
0.450000;5631.343948
0.460000;5631.343947
0.470000;5631.343947
0.480000;5631.343946
0.490000;5631.343946
