dt = 0.000000
Temps;Energie
0.000000;131.460731
0.100000;131.460732
0.200000;131.460737
0.300000;131.460733
0.400000;131.460732
0.500000;131.460732
0.600000;131.460732
0.700000;131.460732
0.800000;131.460732
0.900000;131.460732
1.000000;131.460732
1.100000;131.460732
1.200000;131.460731
1.300000;131.460731
1.400000;131.460731
1.500000;131.460731
1.600000;131.460731
1.700000;131.460731
1.800000;131.460731
1.900000;131.460731
2.000000;131.460731
2.100000;131.460731
2.200000;131.460731
2.300000;131.460731
2.400000;131.460731
2.500000;131.460731
2.600000;131.460731
2.700000;131.460731
2.800000;131.460731
2.900000;131.460731
3.000000;131.460731
3.100000;131.460731
3.200000;131.460731
3.300000;131.460731
3.400000;131.460731
3.500000;131.460731
3.600000;131.460731
3.700000;131.460731
3.800000;131.460731
3.900000;131.460731
4.000000;131.460731
4.100000;131.460731
4.200000;131.460731
4.300000;131.460731
4.400000;131.460731
4.500000;131.460731
4.600000;131.460732
4.700000;131.460732
4.800000;131.460732
4.900000;131.460732
5.000000;131.460732
5.100000;131.460732
5.200000;131.460732
5.300000;131.460731
5.400000;131.460731
5.500000;131.460731
5.600000;131.460731
5.700000;131.460731
5.800000;131.460731
5.900000;131.460731
6.000000;131.460731
6.100000;131.460731
6.200000;131.460731
6.300000;131.460731
6.400000;131.460731
6.500000;131.460731
6.600000;131.460731
6.700000;131.460731
6.800000;131.460731
6.900000;131.460731
7.000000;131.460731
7.100000;131.460731
7.200000;131.460731
7.300000;131.460731
7.400000;131.460731
7.500000;131.460731
7.600000;131.460731
7.700000;131.460731
7.800000;131.460731
7.900000;131.460731
8.000000;131.460731
8.100000;131.460731
8.200000;131.460731
8.300000;131.460731
8.400000;131.460731
8.500000;131.460731
8.600000;131.460731
8.700000;131.460731
8.800000;131.460731
8.900000;131.460731
9.000000;131.460731
9.100000;131.460732
9.200000;131.460730
9.300000;131.460732
9.400000;131.460732
9.500000;131.460732
9.600000;131.460732
9.700000;131.460732
9.800000;131.460732
9.900000;131.460732
10.000000;131.460731
